1576190627031,0000,0000,1,0
1576190628109,0000,0000,10,-1
1576190628119,0000,0000,14,-3
1576190628125,0000,0000,17,-3
1576190628136,0000,0000,18,-4
1576190628140,0000,0000,22,-4
1576190628151,0000,0000,24,-5
1576190628161,0000,0000,23,-5
1576190628165,0000,0000,25,-8
1576190628175,0000,0000,24,-9
1576190628182,0000,0000,25,-10
1576190628191,0000,0000,22,-9
1576190628201,0000,0000,22,-7
1576190628205,0000,0000,21,-8
1576190628215,0000,0000,20,-8
1576190628221,0000,0000,19,-10
1576190628231,0000,0000,21,-9
1576190628241,0000,0000,22,-8
1576190628245,0000,0000,21,-7
1576190628255,0000,0000,20,-6
1576190628261,0000,0000,16,-3
1576190628271,0000,0000,10,-2
1576190628281,0000,0000,5,0
1576190628288,0000,0000,4,0
1576190628297,0000,0000,2,0
1576190628301,0000,0000,1,1
1576190628311,0000,0000,1,0
1576190628321,0000,0000,0,1
1576190628337,0000,0000,0,2
1576190628341,0000,0000,0,3
1576190628351,0000,0000,-1,5
1576190628361,0000,0000,0,6
1576190628367,0000,0000,0,6
1576190628377,0000,0000,0,5
1576190628383,0000,0000,-1,3
1576190628393,0000,0000,-1,2
1576190628403,0000,0000,-1,1
1576190628407,0000,0000,-2,1
1576190628417,0000,0000,-1,0
1576190628423,0000,0000,-2,0
1576190628433,0000,0000,-3,0
1576190628443,0000,0000,-3,0
1576190628447,0000,0000,-3,0
1576190628457,0000,0000,-4,0
1576190628463,0000,0000,-7,-1
1576190628473,0000,0000,-7,-2
1576190628483,0000,0000,-8,0
1576190628487,0000,0000,-7,-1
1576190628499,0000,0000,-7,0
1576190628503,0000,0000,-7,0
1576190628513,0000,0000,-8,0
1576190628523,0000,0000,-7,0
1576190628529,0000,0000,-5,0
1576190628539,0000,0000,-4,0
1576190628543,0000,0000,-3,-1
1576190628553,0000,0000,-2,-1
1576190628563,0000,0000,-1,0
1576190628569,0000,0000,-1,0
1576190628579,0000,0000,-1,0
1576190628593,0000,0000,-1,0
1576190628619,0000,0000,-1,0
1576190628635,0000,0000,-1,0
1576190628705,0001,0000,0,0
1576190628715,0000,0000,-5,0
1576190628725,0000,0000,-3,0
1576190628731,0000,0000,-4,1
1576190628741,0000,0000,-7,1
1576190628746,0000,0000,-9,1
1576190628755,0000,0000,-17,2
1576190628765,0000,0000,-14,0
1576190628771,0000,0000,-16,1
1576190628781,0000,0000,-17,0
1576190628785,0000,0000,-20,-2
1576190628795,0000,0000,-21,-1
1576190628805,0000,0000,-19,0
1576190628811,0000,0000,-18,0
1576190628821,0000,0000,-15,0
1576190628825,0000,0000,-14,0
1576190628835,0000,0000,-11,0
1576190628847,0000,0000,-11,0
1576190628851,0000,0000,-10,-1
1576190628861,0000,0000,-10,0
1576190628867,0000,0000,-7,-2
1576190628877,0000,0000,-7,-1
1576190628887,0000,0000,-5,-1
1576190628891,0000,0000,-3,-1
1576190628901,0000,0000,-2,-1
1576190628917,0000,0000,-1,0
1576190628957,0002,0000,0,0
1576190628997,0000,0000,2,-1
1576190629007,0000,0000,4,0
1576190629013,0000,0000,5,0
1576190629023,0000,0000,6,0
1576190629027,0000,0000,6,-1
1576190629037,0000,0000,6,0
1576190629047,0000,0000,6,0
1576190629053,0000,0000,7,0
1576190629063,0000,0000,7,0
1576190629067,0000,0000,8,0
